id,title,author,year,publisher,genre,rating,pages,language,description
300,Book Title 300,Author 0,1997,Publisher 0,Fantasy,3.5,316,English,Description for book 300...
301,Book Title 301,Author 1,1915,Publisher 1,Fantasy,2.4,139,French,Description for book 301...
302,Book Title 302,Author 2,1942,Publisher 2,Non-Fiction,3.9,449,French,Description for book 302...
303,Book Title 303,Author 3,2014,Publisher 3,Fantasy,1.4,591,German,Description for book 303...
304,Book Title 304,Author 4,1986,Publisher 4,Biography,2.3,258,French,Description for book 304...
305,Book Title 305,Author 5,1919,Publisher 5,Mystery,1.4,777,Chinese,Description for book 305...
306,Book Title 306,Author 6,1910,Publisher 6,Science Fiction,3.3,184,French,Description for book 306...
307,Book Title 307,Author 7,1961,Publisher 7,Mystery,2.9,419,Spanish,Description for book 307...
308,Book Title 308,Author 8,1996,Publisher 8,Non-Fiction,2.1,418,French,Description for book 308...
309,Book Title 309,Author 9,1970,Publisher 9,Fiction,3.8,540,Spanish,Description for book 309...
310,Book Title 310,Author 10,1926,Publisher 10,Thriller,3.6,745,Spanish,Description for book 310...
311,Book Title 311,Author 11,1994,Publisher 11,Science Fiction,2.6,536,French,Description for book 311...
312,Book Title 312,Author 12,1942,Publisher 12,Fantasy,4.0,612,French,Description for book 312...
313,Book Title 313,Author 13,1938,Publisher 13,Mystery,3.2,142,German,Description for book 313...
314,Book Title 314,Author 14,1986,Publisher 14,Non-Fiction,2.2,696,Spanish,Description for book 314...
315,Book Title 315,Author 15,1988,Publisher 15,Mystery,2.2,311,English,Description for book 315...
316,Book Title 316,Author 16,1903,Publisher 16,Biography,1.1,584,Chinese,Description for book 316...
317,Book Title 317,Author 17,1999,Publisher 17,Non-Fiction,4.7,332,English,Description for book 317...
318,Book Title 318,Author 18,1937,Publisher 18,Horror,4.3,410,German,Description for book 318...
319,Book Title 319,Author 19,1923,Publisher 19,Romance,3.3,757,English,Description for book 319...
320,Book Title 320,Author 20,2008,Publisher 0,Mystery,3.7,697,German,Description for book 320...
321,Book Title 321,Author 21,2012,Publisher 1,Biography,2.7,520,English,Description for book 321...
322,Book Title 322,Author 22,1979,Publisher 2,Biography,3.6,521,Chinese,Description for book 322...
323,Book Title 323,Author 23,1996,Publisher 3,Romance,1.4,563,Spanish,Description for book 323...
324,Book Title 324,Author 24,1934,Publisher 4,Fiction,2.0,116,English,Description for book 324...
325,Book Title 325,Author 25,2004,Publisher 5,Biography,4.9,441,English,Description for book 325...
326,Book Title 326,Author 26,1975,Publisher 6,Fiction,1.4,514,Spanish,Description for book 326...
327,Book Title 327,Author 27,1940,Publisher 7,Science Fiction,2.1,771,German,Description for book 327...
328,Book Title 328,Author 28,2002,Publisher 8,Science Fiction,2.5,244,German,Description for book 328...
329,Book Title 329,Author 29,1993,Publisher 9,Science Fiction,4.5,477,French,Description for book 329...
330,Book Title 330,Author 30,1938,Publisher 10,Thriller,4.6,151,English,Description for book 330...
331,Book Title 331,Author 31,1950,Publisher 11,Fantasy,2.4,673,English,Description for book 331...
332,Book Title 332,Author 32,1903,Publisher 12,Thriller,1.5,386,Chinese,Description for book 332...
333,Book Title 333,Author 33,2009,Publisher 13,Mystery,1.1,798,English,Description for book 333...
334,Book Title 334,Author 34,1940,Publisher 14,Non-Fiction,1.9,229,Chinese,Description for book 334...
335,Book Title 335,Author 35,2004,Publisher 15,Science Fiction,2.9,541,German,Description for book 335...
336,Book Title 336,Author 36,2003,Publisher 16,Science Fiction,1.5,577,Chinese,Description for book 336...
337,Book Title 337,Author 37,1920,Publisher 17,Horror,3.5,621,Spanish,Description for book 337...
338,Book Title 338,Author 38,1913,Publisher 18,Science Fiction,3.7,113,French,Description for book 338...
339,Book Title 339,Author 39,2009,Publisher 19,Science Fiction,1.8,758,English,Description for book 339...
340,Book Title 340,Author 40,1918,Publisher 0,Non-Fiction,3.3,123,Chinese,Description for book 340...
341,Book Title 341,Author 41,1935,Publisher 1,Science Fiction,3.5,182,Spanish,Description for book 341...
342,Book Title 342,Author 42,1927,Publisher 2,Non-Fiction,2.5,232,Chinese,Description for book 342...
343,Book Title 343,Author 43,2015,Publisher 3,Fiction,3.0,307,Spanish,Description for book 343...
344,Book Title 344,Author 44,2015,Publisher 4,Thriller,2.7,503,French,Description for book 344...
345,Book Title 345,Author 45,1901,Publisher 5,Romance,4.6,505,Chinese,Description for book 345...
346,Book Title 346,Author 46,1999,Publisher 6,Thriller,2.0,637,French,Description for book 346...
347,Book Title 347,Author 47,1999,Publisher 7,Non-Fiction,1.5,368,English,Description for book 347...
348,Book Title 348,Author 48,2021,Publisher 8,Mystery,1.9,104,Spanish,Description for book 348...
349,Book Title 349,Author 49,2003,Publisher 9,Thriller,3.2,620,German,Description for book 349...
350,Book Title 350,Author 50,1997,Publisher 10,Horror,4.6,351,German,Description for book 350...
351,Book Title 351,Author 51,1973,Publisher 11,Mystery,3.5,285,Spanish,Description for book 351...
352,Book Title 352,Author 52,1908,Publisher 12,Fantasy,4.3,347,German,Description for book 352...
353,Book Title 353,Author 53,2013,Publisher 13,Biography,1.7,562,Chinese,Description for book 353...
354,Book Title 354,Author 54,2016,Publisher 14,Non-Fiction,5.0,280,Chinese,Description for book 354...
355,Book Title 355,Author 55,1962,Publisher 15,Mystery,2.7,106,English,Description for book 355...
356,Book Title 356,Author 56,1945,Publisher 16,Fantasy,3.2,658,English,Description for book 356...
357,Book Title 357,Author 57,2006,Publisher 17,Romance,2.5,596,German,Description for book 357...
358,Book Title 358,Author 58,1926,Publisher 18,Biography,2.4,392,Spanish,Description for book 358...
359,Book Title 359,Author 59,1953,Publisher 19,Romance,2.7,447,French,Description for book 359...
360,Book Title 360,Author 60,1967,Publisher 0,Mystery,1.8,770,German,Description for book 360...
361,Book Title 361,Author 61,2006,Publisher 1,Non-Fiction,2.3,179,Spanish,Description for book 361...
362,Book Title 362,Author 62,1960,Publisher 2,Horror,3.8,425,English,Description for book 362...
363,Book Title 363,Author 63,1916,Publisher 3,Thriller,1.6,606,Spanish,Description for book 363...
364,Book Title 364,Author 64,1922,Publisher 4,Fantasy,3.1,522,Chinese,Description for book 364...
365,Book Title 365,Author 65,2018,Publisher 5,Thriller,3.2,428,Chinese,Description for book 365...
366,Book Title 366,Author 66,1935,Publisher 6,Romance,2.1,226,English,Description for book 366...
367,Book Title 367,Author 67,1910,Publisher 7,Fantasy,4.0,670,English,Description for book 367...
368,Book Title 368,Author 68,1978,Publisher 8,Science Fiction,3.7,178,Chinese,Description for book 368...
369,Book Title 369,Author 69,1949,Publisher 9,Biography,1.2,414,English,Description for book 369...
370,Book Title 370,Author 70,1919,Publisher 10,Horror,2.7,160,Spanish,Description for book 370...
371,Book Title 371,Author 71,2021,Publisher 11,Romance,4.1,770,English,Description for book 371...
372,Book Title 372,Author 72,2005,Publisher 12,Fiction,3.4,590,Chinese,Description for book 372...
373,Book Title 373,Author 73,1906,Publisher 13,Biography,4.0,538,English,Description for book 373...
374,Book Title 374,Author 74,1917,Publisher 14,Non-Fiction,4.2,402,French,Description for book 374...
375,Book Title 375,Author 75,2013,Publisher 15,Thriller,2.8,433,Spanish,Description for book 375...
376,Book Title 376,Author 76,1957,Publisher 16,Mystery,4.7,492,French,Description for book 376...
377,Book Title 377,Author 77,1951,Publisher 17,Romance,3.3,528,English,Description for book 377...
378,Book Title 378,Author 78,1926,Publisher 18,Horror,2.8,267,Chinese,Description for book 378...
379,Book Title 379,Author 79,1981,Publisher 19,Horror,4.2,236,English,Description for book 379...
380,Book Title 380,Author 80,2001,Publisher 0,Science Fiction,2.1,375,French,Description for book 380...
381,Book Title 381,Author 81,1948,Publisher 1,Science Fiction,2.8,687,English,Description for book 381...
382,Book Title 382,Author 82,1949,Publisher 2,Horror,4.1,113,German,Description for book 382...
383,Book Title 383,Author 83,1921,Publisher 3,Horror,3.4,635,Spanish,Description for book 383...
384,Book Title 384,Author 84,1947,Publisher 4,Horror,4.9,705,English,Description for book 384...
385,Book Title 385,Author 85,1964,Publisher 5,Biography,2.7,229,Chinese,Description for book 385...
386,Book Title 386,Author 86,1981,Publisher 6,Mystery,1.1,419,German,Description for book 386...
387,Book Title 387,Author 87,1929,Publisher 7,Science Fiction,2.3,502,Spanish,Description for book 387...
388,Book Title 388,Author 88,2008,Publisher 8,Biography,3.7,620,German,Description for book 388...
389,Book Title 389,Author 89,1948,Publisher 9,Fantasy,3.0,734,English,Description for book 389...
390,Book Title 390,Author 90,1914,Publisher 10,Mystery,3.8,655,German,Description for book 390...
391,Book Title 391,Author 91,1982,Publisher 11,Science Fiction,4.1,326,German,Description for book 391...
392,Book Title 392,Author 92,1928,Publisher 12,Fiction,1.7,278,Chinese,Description for book 392...
393,Book Title 393,Author 93,1976,Publisher 13,Mystery,1.4,562,French,Description for book 393...
394,Book Title 394,Author 94,1966,Publisher 14,Mystery,1.8,536,French,Description for book 394...
395,Book Title 395,Author 95,2014,Publisher 15,Science Fiction,4.5,102,Spanish,Description for book 395...
396,Book Title 396,Author 96,1937,Publisher 16,Fantasy,3.4,372,French,Description for book 396...
397,Book Title 397,Author 97,1971,Publisher 17,Biography,1.2,550,English,Description for book 397...
398,Book Title 398,Author 98,1952,Publisher 18,Thriller,3.7,299,German,Description for book 398...
399,Book Title 399,Author 99,1915,Publisher 19,Fantasy,3.2,655,Chinese,Description for book 399...
400,Book Title 400,Author 0,1967,Publisher 0,Biography,3.4,742,French,Description for book 400...
401,Book Title 401,Author 1,1952,Publisher 1,Fiction,5.0,615,German,Description for book 401...
402,Book Title 402,Author 2,1948,Publisher 2,Non-Fiction,2.3,367,German,Description for book 402...
403,Book Title 403,Author 3,1981,Publisher 3,Biography,3.2,257,Spanish,Description for book 403...
404,Book Title 404,Author 4,2015,Publisher 4,Mystery,4.5,210,English,Description for book 404...
405,Book Title 405,Author 5,1922,Publisher 5,Fiction,3.1,168,German,Description for book 405...
406,Book Title 406,Author 6,1960,Publisher 6,Fiction,3.9,249,French,Description for book 406...
407,Book Title 407,Author 7,1923,Publisher 7,Thriller,1.1,407,German,Description for book 407...
408,Book Title 408,Author 8,1991,Publisher 8,Fiction,2.7,677,English,Description for book 408...
409,Book Title 409,Author 9,1967,Publisher 9,Science Fiction,1.4,262,Spanish,Description for book 409...
410,Book Title 410,Author 10,1904,Publisher 10,Science Fiction,1.9,288,French,Description for book 410...
411,Book Title 411,Author 11,1917,Publisher 11,Thriller,2.6,522,French,Description for book 411...
412,Book Title 412,Author 12,1990,Publisher 12,Biography,3.2,472,French,Description for book 412...
413,Book Title 413,Author 13,1917,Publisher 13,Fantasy,2.4,796,French,Description for book 413...
414,Book Title 414,Author 14,1972,Publisher 14,Fiction,1.2,518,English,Description for book 414...
415,Book Title 415,Author 15,1982,Publisher 15,Romance,4.2,283,French,Description for book 415...
416,Book Title 416,Author 16,1923,Publisher 16,Horror,4.7,466,French,Description for book 416...
417,Book Title 417,Author 17,1914,Publisher 17,Mystery,1.2,241,Spanish,Description for book 417...
418,Book Title 418,Author 18,1902,Publisher 18,Mystery,1.6,341,Chinese,Description for book 418...
419,Book Title 419,Author 19,1943,Publisher 19,Horror,2.9,303,German,Description for book 419...
420,Book Title 420,Author 20,1921,Publisher 0,Mystery,1.3,774,Chinese,Description for book 420...
421,Book Title 421,Author 21,1965,Publisher 1,Biography,4.4,727,German,Description for book 421...
422,Book Title 422,Author 22,1921,Publisher 2,Fantasy,3.2,264,German,Description for book 422...
423,Book Title 423,Author 23,1904,Publisher 3,Fantasy,2.8,457,Chinese,Description for book 423...
424,Book Title 424,Author 24,1903,Publisher 4,Romance,3.8,587,Spanish,Description for book 424...
425,Book Title 425,Author 25,1908,Publisher 5,Non-Fiction,4.5,422,French,Description for book 425...
426,Book Title 426,Author 26,1966,Publisher 6,Biography,2.1,707,Spanish,Description for book 426...
427,Book Title 427,Author 27,2002,Publisher 7,Science Fiction,4.7,547,German,Description for book 427...
428,Book Title 428,Author 28,1918,Publisher 8,Non-Fiction,4.3,174,Chinese,Description for book 428...
429,Book Title 429,Author 29,1963,Publisher 9,Science Fiction,2.6,380,French,Description for book 429...
430,Book Title 430,Author 30,1968,Publisher 10,Fantasy,1.3,686,English,Description for book 430...
431,Book Title 431,Author 31,1937,Publisher 11,Fiction,1.7,462,Spanish,Description for book 431...
432,Book Title 432,Author 32,1916,Publisher 12,Biography,2.3,144,English,Description for book 432...
433,Book Title 433,Author 33,1975,Publisher 13,Biography,2.0,709,Spanish,Description for book 433...
434,Book Title 434,Author 34,1925,Publisher 14,Fantasy,1.0,495,French,Description for book 434...
435,Book Title 435,Author 35,1993,Publisher 15,Thriller,4.4,475,French,Description for book 435...
436,Book Title 436,Author 36,1969,Publisher 16,Mystery,2.3,499,Chinese,Description for book 436...
437,Book Title 437,Author 37,1953,Publisher 17,Fiction,4.9,738,English,Description for book 437...
438,Book Title 438,Author 38,1979,Publisher 18,Science Fiction,4.2,351,English,Description for book 438...
439,Book Title 439,Author 39,1997,Publisher 19,Fantasy,3.0,593,Spanish,Description for book 439...
440,Book Title 440,Author 40,1941,Publisher 0,Biography,1.2,132,English,Description for book 440...
441,Book Title 441,Author 41,1993,Publisher 1,Fiction,2.6,368,English,Description for book 441...
442,Book Title 442,Author 42,1925,Publisher 2,Fantasy,5.0,358,Spanish,Description for book 442...
443,Book Title 443,Author 43,1969,Publisher 3,Fiction,2.7,162,Spanish,Description for book 443...
444,Book Title 444,Author 44,1908,Publisher 4,Mystery,1.1,579,German,Description for book 444...
445,Book Title 445,Author 45,1999,Publisher 5,Horror,3.2,756,English,Description for book 445...
446,Book Title 446,Author 46,1904,Publisher 6,Mystery,5.0,585,English,Description for book 446...
447,Book Title 447,Author 47,1917,Publisher 7,Biography,1.9,561,German,Description for book 447...
448,Book Title 448,Author 48,1913,Publisher 8,Thriller,1.5,719,Chinese,Description for book 448...
449,Book Title 449,Author 49,1922,Publisher 9,Horror,1.9,401,German,Description for book 449...
450,Book Title 450,Author 50,1988,Publisher 10,Fantasy,3.6,782,French,Description for book 450...
451,Book Title 451,Author 51,1923,Publisher 11,Science Fiction,2.8,100,French,Description for book 451...
452,Book Title 452,Author 52,1984,Publisher 12,Fiction,2.8,424,English,Description for book 452...
453,Book Title 453,Author 53,1927,Publisher 13,Science Fiction,1.0,539,Chinese,Description for book 453...
454,Book Title 454,Author 54,2015,Publisher 14,Romance,1.5,162,Chinese,Description for book 454...
455,Book Title 455,Author 55,1905,Publisher 15,Science Fiction,4.0,470,French,Description for book 455...
